export_id,gender,age,edu,smoke,drink
76248,female,19.0,bachelor's degree,never smokes,never drinks
76249,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76250,female,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76251,male,21.0,associate degree,never smokes,drinks occasionally (less than once a week)
76252,female,19.0,bachelor's degree,never smokes,never drinks
76253,female,19.0,bachelor's degree,never smokes,never drinks
76254,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76255,female,18.0,bachelor's degree,never smokes,never drinks
76256,female,20.0,bachelor's degree,never smokes,never drinks
76257,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76258,female,22.0,bachelor's degree,never smokes,never drinks
76259,female,20.0,bachelor's degree,never smokes,never drinks
76260,female,18.0,bachelor's degree,never smokes,never drinks
76261,female,18.0,bachelor's degree,never smokes,never drinks
76262,female,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76263,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76264,female,20.0,bachelor's degree,never smokes,never drinks
76265,female,19.0,bachelor's degree,never smokes,never drinks
76266,female,20.0,bachelor's degree,never smokes,never drinks
76267,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76268,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76269,female,19.0,bachelor's degree,never smokes,never drinks
76270,female,21.0,bachelor's degree,never smokes,never drinks
76271,female,18.0,bachelor's degree,never smokes,never drinks
76272,female,19.0,bachelor's degree,never smokes,never drinks
76273,male,19.0,bachelor's degree,never smokes,never drinks
76274,female,24.0,bachelor's degree,never smokes,never drinks
76275,female,20.0,bachelor's degree,never smokes,never drinks
76276,male,19.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76277,female,20.0,bachelor's degree,never smokes,never drinks
76278,female,19.0,bachelor's degree,never smokes,never drinks
76279,female,21.0,bachelor's degree,never smokes,never drinks
76280,female,23.0,bachelor's degree,never smokes,never drinks
76281,female,19.0,bachelor's degree,never smokes,never drinks
76282,male,20.0,bachelor's degree,never smokes,never drinks
76283,female,20.0,bachelor's degree,never smokes,never drinks
76284,male,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76285,male,19.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76286,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76287,female,22.0,bachelor's degree,never smokes,never drinks
76288,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76289,female,20.0,bachelor's degree,never smokes,never drinks
76290,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76291,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76292,female,20.0,bachelor's degree,never smokes,never drinks
76293,female,20.0,bachelor's degree,never smokes,never drinks
76294,female,18.0,bachelor's degree,never smokes,never drinks
76295,female,18.0,bachelor's degree,never smokes,never drinks
76296,female,20.0,bachelor's degree,never smokes,never drinks
76297,female,18.0,bachelor's degree,never smokes,never drinks
76298,female,23.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76299,female,23.0,bachelor's degree,never smokes,never drinks
76300,male,21.0,associate degree,never smokes,drinks occasionally (less than once a week)
76301,female,19.0,bachelor's degree,never smokes,never drinks
76302,female,20.0,bachelor's degree,never smokes,never drinks
76303,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76304,female,20.0,bachelor's degree,never smokes,never drinks
76305,female,18.0,bachelor's degree,never smokes,never drinks
76306,male,24.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76307,male,19.0,bachelor's degree,never smokes,never drinks
76308,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76309,female,19.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),"drank in the past (more than once a week), but not in the past year"
76310,male,21.0,bachelor's degree,never smokes,never drinks
76311,female,20.0,bachelor's degree,never smokes,never drinks
76312,female,20.0,bachelor's degree,never smokes,never drinks
76313,female,20.0,bachelor's degree,never smokes,never drinks
76314,female,24.0,bachelor's degree,never smokes,never drinks
76315,female,17.0,bachelor's degree,never smokes,never drinks
76316,male,20.0,bachelor's degree,never smokes,never drinks
76317,female,20.0,bachelor's degree,never smokes,never drinks
76318,male,18.0,bachelor's degree,never smokes,never drinks
76319,female,20.0,bachelor's degree,never smokes,never drinks
76320,female,19.0,bachelor's degree,never smokes,never drinks
76321,male,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76322,female,20.0,bachelor's degree,never smokes,never drinks
76323,female,18.0,bachelor's degree,never smokes,never drinks
76324,male,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76325,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76326,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76327,female,19.0,bachelor's degree,never smokes,never drinks
76328,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76329,female,23.0,bachelor's degree,never smokes,never drinks
76330,female,19.0,bachelor's degree,never smokes,never drinks
76331,female,18.0,bachelor's degree,never smokes,never drinks
76332,female,18.0,bachelor's degree,never smokes,never drinks
76333,male,22.0,bachelor's degree,never smokes,never drinks
76334,male,18.0,bachelor's degree,never smokes,"drank in the past (more than once a week), but not in the past year"
76335,female,19.0,bachelor's degree,never smokes,never drinks
76336,male,21.0,bachelor's degree,current smoker (cumulative smoking >10 packs),drinks occasionally (less than once a week)
76337,female,18.0,bachelor's degree,never smokes,never drinks
76338,male,28.0,bachelor's degree,current smoker (cumulative smoking >10 packs),drinks occasionally (less than once a week)
76339,male,21.0,associate degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76340,female,20.0,associate degree,never smokes,never drinks
76341,female,19.0,bachelor's degree,never smokes,never drinks
76342,female,21.0,bachelor's degree,never smokes,never drinks
76343,male,19.0,bachelor's degree,never smokes,never drinks
76344,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76345,female,19.0,bachelor's degree,never smokes,never drinks
76346,female,19.0,bachelor's degree,never smokes,never drinks
76347,female,18.0,bachelor's degree,never smokes,never drinks
76348,male,18.0,bachelor's degree,never smokes,never drinks
76349,male,25.0,bachelor's degree,never smokes,never drinks
76350,female,20.0,bachelor's degree,never smokes,never drinks
76351,female,18.0,bachelor's degree,never smokes,never drinks
76352,male,23.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76353,female,21.0,bachelor's degree,never smokes,never drinks
76354,male,23.0,bachelor's degree,never smokes,never drinks
76355,male,19.0,bachelor's degree,never smokes,never drinks
76356,male,22.0,bachelor's degree,never smokes,never drinks
76357,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76358,female,20.0,associate degree,never smokes,never drinks
76359,male,23.0,bachelor's degree,never smokes,never drinks
76360,female,18.0,bachelor's degree,never smokes,never drinks
76361,female,21.0,bachelor's degree,never smokes,never drinks
76362,female,19.0,bachelor's degree,never smokes,never drinks
76363,male,20.0,bachelor's degree,current smoker (cumulative smoking >10 packs),drinks occasionally (less than once a week)
76364,female,20.0,bachelor's degree,never smokes,never drinks
76365,female,20.0,bachelor's degree,never smokes,never drinks
76366,male,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76367,female,21.0,bachelor's degree,never smokes,never drinks
76368,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76369,female,20.0,bachelor's degree,never smokes,never drinks
76370,female,23.0,bachelor's degree,never smokes,never drinks
76371,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76372,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76373,female,28.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76374,female,19.0,bachelor's degree,never smokes,never drinks
76375,male,20.0,bachelor's degree,never smokes,never drinks
76376,female,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76377,female,20.0,bachelor's degree,never smokes,never drinks
76378,female,20.0,bachelor's degree,never smokes,never drinks
76379,female,18.0,bachelor's degree,never smokes,never drinks
76380,male,20.0,bachelor's degree,never smokes,never drinks
76381,female,22.0,bachelor's degree,never smokes,never drinks
76382,female,22.0,bachelor's degree,never smokes,never drinks
76383,female,18.0,bachelor's degree,never smokes,never drinks
76384,female,22.0,bachelor's degree,never smokes,never drinks
76385,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76386,female,20.0,bachelor's degree,never smokes,never drinks
76387,male,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),never drinks
76388,female,26.0,bachelor's degree,never smokes,never drinks
76389,female,24.0,bachelor's degree,never smokes,never drinks
76390,male,24.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76391,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76392,male,20.0,associate degree,never smokes,drinks occasionally (less than once a week)
76393,female,20.0,bachelor's degree,never smokes,never drinks
76394,female,18.0,bachelor's degree,never smokes,never drinks
76395,male,21.0,bachelor's degree,never smokes,never drinks
76396,male,19.0,bachelor's degree,never smokes,never drinks
76397,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76398,female,20.0,bachelor's degree,never smokes,never drinks
76399,male,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),"drank in the past (more than once a week), but not in the past year"
76400,female,20.0,bachelor's degree,never smokes,never drinks
76401,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76402,female,20.0,bachelor's degree,never smokes,never drinks
76403,female,19.0,bachelor's degree,never smokes,never drinks
76404,female,20.0,bachelor's degree,never smokes,never drinks
76405,female,21.0,bachelor's degree,never smokes,never drinks
76406,female,20.0,bachelor's degree,never smokes,never drinks
76407,male,19.0,bachelor's degree,never smokes,never drinks
76408,male,19.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),"drank in the past (more than once a week), but not in the past year"
76409,female,21.0,bachelor's degree,never smokes,never drinks
76410,female,19.0,bachelor's degree,never smokes,never drinks
76411,female,18.0,bachelor's degree,never smokes,never drinks
76412,female,18.0,bachelor's degree,never smokes,never drinks
76413,male,23.0,bachelor's degree,never smokes,never drinks
76414,female,21.0,bachelor's degree,never smokes,never drinks
76415,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76416,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76417,female,20.0,bachelor's degree,never smokes,never drinks
76418,male,23.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76419,female,20.0,bachelor's degree,never smokes,never drinks
76420,female,19.0,bachelor's degree,never smokes,never drinks
76421,female,18.0,bachelor's degree,never smokes,never drinks
76422,male,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76423,female,20.0,bachelor's degree,never smokes,never drinks
76424,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76425,male,19.0,bachelor's degree,never smokes,never drinks
76426,female,22.0,bachelor's degree,never smokes,never drinks
76427,male,21.0,associate degree,never smokes,drinks occasionally (less than once a week)
76428,male,19.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76429,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76430,female,20.0,bachelor's degree,never smokes,never drinks
76431,male,22.0,bachelor's degree,never smokes,never drinks
76432,female,19.0,bachelor's degree,never smokes,never drinks
76433,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76434,female,18.0,bachelor's degree,never smokes,never drinks
76435,male,19.0,associate degree,never smokes,never drinks
76436,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76437,female,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76438,female,20.0,bachelor's degree,never smokes,never drinks
76439,male,21.0,associate degree,never smokes,never drinks
76440,female,20.0,bachelor's degree,never smokes,never drinks
76441,female,18.0,bachelor's degree,never smokes,never drinks
76442,female,18.0,bachelor's degree,never smokes,never drinks
76443,female,21.0,bachelor's degree,never smokes,never drinks
76444,female,20.0,bachelor's degree,never smokes,never drinks
76445,male,22.0,bachelor's degree,never smokes,never drinks
76446,male,19.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76447,female,20.0,bachelor's degree,never smokes,never drinks
76448,female,19.0,bachelor's degree,never smokes,never drinks
76449,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76450,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76451,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76452,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76453,female,20.0,bachelor's degree,never smokes,never drinks
76454,female,19.0,bachelor's degree,never smokes,"drank in the past (more than once a week), but not in the past year"
76455,female,20.0,bachelor's degree,never smokes,never drinks
76456,female,18.0,bachelor's degree,never smokes,never drinks
76457,male,22.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76458,male,20.0,bachelor's degree,never smokes,never drinks
76459,female,22.0,bachelor's degree,never smokes,never drinks
76460,male,20.0,bachelor's degree,never smokes,never drinks
76461,female,22.0,bachelor's degree,never smokes,never drinks
76462,male,19.0,bachelor's degree,never smokes,never drinks
76463,female,20.0,bachelor's degree,never smokes,never drinks
76464,female,21.0,bachelor's degree,never smokes,never drinks
76465,female,20.0,bachelor's degree,never smokes,never drinks
76466,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76467,female,20.0,bachelor's degree,never smokes,never drinks
76468,male,20.0,bachelor's degree,never smokes,never drinks
76469,female,19.0,bachelor's degree,never smokes,never drinks
76470,female,23.0,bachelor's degree,never smokes,never drinks
76471,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76472,female,20.0,bachelor's degree,never smokes,never drinks
76473,female,19.0,bachelor's degree,never smokes,never drinks
76474,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76475,female,19.0,bachelor's degree,never smokes,"drank in the past (more than once a week), but not in the past year"
76476,male,24.0,bachelor's degree,never smokes,never drinks
76477,male,23.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76478,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76479,female,22.0,bachelor's degree,never smokes,never drinks
76480,female,18.0,bachelor's degree,never smokes,never drinks
76481,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76482,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76483,female,18.0,bachelor's degree,never smokes,never drinks
76484,female,23.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76485,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76486,female,18.0,bachelor's degree,never smokes,never drinks
76487,female,20.0,bachelor's degree,never smokes,never drinks
76488,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76489,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76490,female,18.0,bachelor's degree,never smokes,never drinks
76491,male,22.0,bachelor's degree,never smokes,never drinks
76492,female,22.0,bachelor's degree,never smokes,never drinks
76493,male,23.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76494,male,21.0,bachelor's degree,never smokes,never drinks
76495,female,20.0,associate degree,never smokes,drinks occasionally (less than once a week)
76496,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76497,female,19.0,bachelor's degree,never smokes,never drinks
76498,female,21.0,bachelor's degree,never smokes,never drinks
76499,male,21.0,bachelor's degree,current smoker (cumulative smoking >10 packs),drinks occasionally (less than once a week)
76500,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76501,female,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76502,male,21.0,bachelor's degree,never smokes,never drinks
76503,female,21.0,bachelor's degree,never smokes,never drinks
76504,female,20.0,bachelor's degree,never smokes,never drinks
76505,female,23.0,bachelor's degree,never smokes,never drinks
76506,female,18.0,bachelor's degree,never smokes,never drinks
76507,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76508,female,19.0,bachelor's degree,never smokes,never drinks
76509,male,20.0,bachelor's degree,never smokes,never drinks
76510,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76511,male,20.0,bachelor's degree,current smoker (cumulative smoking >10 packs),"drank in the past (more than once a week), but not in the past year"
76512,female,21.0,bachelor's degree,never smokes,never drinks
76513,female,19.0,bachelor's degree,never smokes,never drinks
76514,female,19.0,bachelor's degree,never smokes,never drinks
76515,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76516,male,19.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76517,female,22.0,bachelor's degree,never smokes,never drinks
76518,female,18.0,bachelor's degree,never smokes,never drinks
76519,female,23.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76520,female,20.0,bachelor's degree,never smokes,never drinks
76521,female,22.0,bachelor's degree,never smokes,never drinks
76522,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76524,male,19.0,bachelor's degree,never smokes,never drinks
76525,female,19.0,bachelor's degree,never smokes,never drinks
76526,male,21.0,bachelor's degree,"former smoker (cumulative smoking >10 packs), but not in the past year",drinks occasionally (less than once a week)
76527,female,19.0,bachelor's degree,never smokes,never drinks
76528,female,21.0,bachelor's degree,never smokes,never drinks
76529,female,19.0,bachelor's degree,never smokes,never drinks
76530,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76531,female,20.0,bachelor's degree,never smokes,never drinks
76532,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76533,female,19.0,bachelor's degree,never smokes,never drinks
76534,female,18.0,bachelor's degree,never smokes,never drinks
76535,female,18.0,bachelor's degree,never smokes,never drinks
76536,male,20.0,bachelor's degree,never smokes,never drinks
76537,female,23.0,bachelor's degree,never smokes,never drinks
76538,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76539,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76540,female,20.0,bachelor's degree,never smokes,never drinks
76541,female,19.0,bachelor's degree,never smokes,never drinks
76542,male,21.0,bachelor's degree,never smokes,never drinks
76543,female,20.0,bachelor's degree,never smokes,never drinks
76544,female,21.0,bachelor's degree,never smokes,never drinks
76545,female,20.0,bachelor's degree,never smokes,never drinks
76546,female,21.0,bachelor's degree,never smokes,never drinks
76547,male,19.0,associate degree,never smokes,never drinks
76548,female,21.0,bachelor's degree,never smokes,never drinks
76549,female,20.0,bachelor's degree,never smokes,never drinks
76550,female,18.0,bachelor's degree,never smokes,never drinks
76551,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76552,male,20.0,bachelor's degree,never smokes,never drinks
76553,female,21.0,bachelor's degree,never smokes,never drinks
76554,female,23.0,bachelor's degree,never smokes,never drinks
76555,male,20.0,bachelor's degree,never smokes,never drinks
76556,male,19.0,bachelor's degree,current smoker (cumulative smoking >10 packs),drinks occasionally (less than once a week)
76557,male,24.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76558,female,18.0,bachelor's degree,never smokes,never drinks
76559,female,20.0,bachelor's degree,never smokes,never drinks
76560,female,22.0,bachelor's degree,never smokes,never drinks
76561,female,23.0,bachelor's degree,never smokes,never drinks
76562,female,23.0,bachelor's degree,never smokes,never drinks
76563,female,18.0,bachelor's degree,never smokes,"drank in the past (more than once a week), but not in the past year"
76564,female,21.0,bachelor's degree,never smokes,never drinks
76565,female,24.0,bachelor's degree,never smokes,never drinks
76566,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76567,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76568,female,19.0,bachelor's degree,never smokes,never drinks
76569,female,23.0,bachelor's degree,never smokes,never drinks
76570,male,19.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76571,female,20.0,bachelor's degree,never smokes,never drinks
76572,female,20.0,bachelor's degree,never smokes,never drinks
76573,male,22.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76574,female,18.0,bachelor's degree,never smokes,never drinks
76575,male,23.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76576,female,20.0,bachelor's degree,never smokes,never drinks
76577,female,20.0,bachelor's degree,never smokes,never drinks
76578,male,20.0,bachelor's degree,never smokes,never drinks
76579,female,22.0,bachelor's degree,never smokes,never drinks
76580,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76581,female,18.0,bachelor's degree,never smokes,never drinks
76582,male,23.0,bachelor's degree,never smokes,never drinks
76583,female,21.0,bachelor's degree,never smokes,never drinks
76584,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76585,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76586,female,20.0,bachelor's degree,never smokes,never drinks
76587,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76588,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76589,male,23.0,associate degree,occasional smoker (cumulative smoking <10 packs),current regular drinker (more than once a week)
76590,female,19.0,bachelor's degree,never smokes,never drinks
76591,female,21.0,bachelor's degree,never smokes,never drinks
76592,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76593,male,23.0,bachelor's degree,"former smoker (cumulative smoking >10 packs), but not in the past year","drank in the past (more than once a week), but not in the past year"
76594,female,19.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),never drinks
76595,female,20.0,bachelor's degree,never smokes,never drinks
76596,female,18.0,bachelor's degree,never smokes,never drinks
76597,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76598,male,23.0,bachelor's degree,never smokes,never drinks
76599,female,22.0,bachelor's degree,never smokes,never drinks
76600,male,25.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76601,female,19.0,bachelor's degree,never smokes,never drinks
76602,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76603,female,22.0,bachelor's degree,never smokes,never drinks
76604,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76605,female,20.0,bachelor's degree,never smokes,never drinks
76606,male,20.0,bachelor's degree,never smokes,never drinks
76607,female,21.0,bachelor's degree,never smokes,never drinks
76608,female,19.0,bachelor's degree,never smokes,never drinks
76609,female,20.0,bachelor's degree,never smokes,never drinks
76610,female,21.0,bachelor's degree,never smokes,never drinks
76611,male,20.0,bachelor's degree,never smokes,current regular drinker (more than once a week)
76612,female,21.0,bachelor's degree,never smokes,never drinks
76613,female,19.0,bachelor's degree,never smokes,never drinks
76614,female,20.0,bachelor's degree,never smokes,never drinks
76615,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76616,male,19.0,bachelor's degree,current smoker (cumulative smoking >10 packs),current regular drinker (more than once a week)
76617,female,19.0,associate degree,never smokes,never drinks
76618,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76619,female,21.0,bachelor's degree,never smokes,never drinks
76620,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76621,male,22.0,bachelor's degree,never smokes,never drinks
76622,female,17.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76623,female,19.0,bachelor's degree,never smokes,never drinks
76624,male,19.0,bachelor's degree,current smoker (cumulative smoking >10 packs),drinks occasionally (less than once a week)
76625,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76626,male,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76627,female,20.0,bachelor's degree,never smokes,never drinks
76628,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76629,female,21.0,bachelor's degree,never smokes,never drinks
76630,female,19.0,bachelor's degree,never smokes,never drinks
76631,male,21.0,bachelor's degree,never smokes,never drinks
76632,female,22.0,bachelor's degree,never smokes,never drinks
76633,female,21.0,bachelor's degree,never smokes,never drinks
76634,female,20.0,bachelor's degree,never smokes,never drinks
76635,male,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),current regular drinker (more than once a week)
76636,male,24.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76637,male,19.0,bachelor's degree,never smokes,never drinks
76638,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76639,female,20.0,bachelor's degree,never smokes,never drinks
76640,female,20.0,bachelor's degree,never smokes,never drinks
76641,female,19.0,bachelor's degree,never smokes,never drinks
76642,female,20.0,bachelor's degree,never smokes,never drinks
76643,female,22.0,bachelor's degree,never smokes,never drinks
76644,female,22.0,bachelor's degree,never smokes,never drinks
76645,female,21.0,bachelor's degree,never smokes,never drinks
76646,female,18.0,bachelor's degree,never smokes,never drinks
76647,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76648,male,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
76649,female,21.0,bachelor's degree,never smokes,never drinks
76650,female,19.0,bachelor's degree,never smokes,never drinks
76651,female,20.0,bachelor's degree,never smokes,never drinks
76652,female,19.0,bachelor's degree,never smokes,never drinks
76653,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76654,male,22.0,bachelor's degree,never smokes,never drinks
76655,male,20.0,bachelor's degree,current smoker (cumulative smoking >10 packs),drinks occasionally (less than once a week)
76656,male,20.0,bachelor's degree,never smokes,never drinks
76657,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76658,female,24.0,bachelor's degree,never smokes,never drinks
76659,female,21.0,bachelor's degree,never smokes,never drinks
76660,female,23.0,bachelor's degree,never smokes,never drinks
76661,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76662,female,20.0,bachelor's degree,never smokes,never drinks
76663,male,20.0,bachelor's degree,"former smoker (cumulative smoking >10 packs), but not in the past year",drinks occasionally (less than once a week)
76664,male,21.0,bachelor's degree,never smokes,never drinks
76665,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76666,male,22.0,bachelor's degree,never smokes,never drinks
76667,female,21.0,bachelor's degree,never smokes,never drinks
76668,female,18.0,bachelor's degree,never smokes,never drinks
76669,male,20.0,bachelor's degree,never smokes,never drinks
76670,female,20.0,bachelor's degree,never smokes,never drinks
76671,female,23.0,bachelor's degree,never smokes,never drinks
76672,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76673,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
76674,female,22.0,bachelor's degree,never smokes,never drinks
76675,male,22.0,bachelor's degree,current smoker (cumulative smoking >10 packs),current regular drinker (more than once a week)
76676,female,19.0,bachelor's degree,never smokes,never drinks
76677,female,21.0,bachelor's degree,never smokes,never drinks
76678,male,20.0,bachelor's degree,never smokes,never drinks
76679,female,22.0,bachelor's degree,never smokes,never drinks
76680,female,18.0,bachelor's degree,never smokes,never drinks
76681,female,21.0,bachelor's degree,never smokes,never drinks
76682,female,23.0,bachelor's degree,never smokes,never drinks
76683,female,23.0,bachelor's degree,never smokes,never drinks
76684,female,20.0,bachelor's degree,never smokes,never drinks
76685,female,20.0,bachelor's degree,never smokes,never drinks
76686,female,21.0,bachelor's degree,never smokes,never drinks
76687,female,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),never drinks
76688,male,19.0,associate degree,never smokes,never drinks
76689,female,19.0,bachelor's degree,never smokes,never drinks
76690,female,21.0,bachelor's degree,never smokes,never drinks
